date,state,district,market,commodity,variety,min_price,max_price,modal_price,arrivals_quintal
2021-06-04,Maharashtra,Solapur,Solapur APMC,Onion,Red,1247.66,1775.38,1511.52,5643.5
2021-06-04,Maharashtra,Solapur,Solapur APMC,Onion,Local,1082.03,1443.29,1262.66,5789.2
2021-06-04,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1532.01,1868.17,1700.09,5998.0
2021-06-04,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1348.7,1838.04,1593.37,6556.4
2021-06-04,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1213.3,1457.22,1335.26,6759.9
2021-06-04,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1355.16,1918.12,1636.64,4376.3
2021-06-05,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1298.86,1801.28,1550.07,4313.8
2021-06-05,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1314.7,1590.11,1452.41,6851.9
2021-06-05,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1302.63,1531.75,1417.19,4782.7
2021-06-05,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1368.94,1936.35,1652.65,6705.7
2021-06-05,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1197.14,1610.34,1403.74,5591.2
2021-06-05,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1552.14,1982.46,1767.3,6795.9
2021-06-05,Maharashtra,Pune,Pune APMC,Onion,Red,1486.97,1939.96,1713.46,4444.5
2021-06-05,Maharashtra,Pune,Pune APMC,Onion,Local,1310.18,1781.66,1545.92,7383.6
2021-06-05,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1558.68,1873.62,1716.15,7725.6
2021-06-05,Maharashtra,Solapur,Solapur APMC,Onion,Red,1168.11,1542.2,1355.16,7416.9
2021-06-05,Maharashtra,Solapur,Solapur APMC,Onion,Local,1187.88,1487.58,1337.73,6579.5
2021-06-05,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1379.23,1732.91,1556.07,4935.3
2021-06-05,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1216.7,1521.51,1369.11,4819.4
2021-06-05,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1171.48,1444.97,1308.22,5784.9
2021-06-05,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1441.83,1805.74,1623.79,6845.1
2021-06-06,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1287.99,1801.09,1544.54,6205.6
2021-06-06,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1295.26,1569.49,1432.38,6652.5
2021-06-06,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1529.29,2151.18,1840.24,5756.3
2021-06-06,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1262.28,1779.79,1521.03,6867.5
2021-06-06,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1380.41,1730.57,1555.49,7701.8
2021-06-06,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1324.79,1780.44,1552.62,4335.8
2021-06-06,Maharashtra,Pune,Pune APMC,Onion,Red,1629.06,1934.19,1781.62,4264.3
2021-06-06,Maharashtra,Pune,Pune APMC,Onion,Local,1199.11,1541.72,1370.42,5370.4
2021-06-06,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1432.44,1738.33,1585.38,6647.2
2021-06-06,Maharashtra,Solapur,Solapur APMC,Onion,Red,1220.09,1589.42,1404.76,4895.7
2021-06-06,Maharashtra,Solapur,Solapur APMC,Onion,Local,1245.48,1483.51,1364.49,4706.9
2021-06-06,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1240.92,1478.38,1359.65,7088.3
2021-06-06,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1310.7,1779.23,1544.97,6576.4
2021-06-06,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1212.71,1567.77,1390.24,6479.3
2021-06-06,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1310.73,1801.85,1556.29,5971.0
2021-06-07,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1336.34,1686.2,1511.27,5172.5
2021-06-07,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1257.91,1762.63,1510.27,5405.0
2021-06-07,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1455.99,1998.22,1727.11,6189.4
2021-06-07,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1311.23,1709.21,1510.22,6248.6
2021-06-07,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1213.87,1658.97,1436.42,7634.1
2021-06-07,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1359.32,1807.38,1583.35,5906.7
2021-06-07,Maharashtra,Pune,Pune APMC,Onion,Red,1590.48,1902.65,1746.56,6929.9
2021-06-07,Maharashtra,Pune,Pune APMC,Onion,Local,1272.75,1589.37,1431.06,7179.8
2021-06-07,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1709.99,2036.84,1873.42,7334.7
2021-06-07,Maharashtra,Solapur,Solapur APMC,Onion,Red,1232.46,1750.26,1491.36,6607.7
2021-06-07,Maharashtra,Solapur,Solapur APMC,Onion,Local,1036.63,1323.22,1179.92,6648.6
2021-06-07,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1146.4,1648.57,1397.48,6868.0
2021-06-07,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1192.08,1594.69,1393.39,5451.4
2021-06-07,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1254.69,1642.09,1448.39,7190.3
2021-06-07,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1444.5,1707.16,1575.83,5492.4
2021-06-08,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1388.43,1653.83,1521.13,7596.3
2021-06-08,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1135.96,1394.94,1265.45,7482.3
2021-06-08,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1429.44,1877.17,1653.3,7512.8
2021-06-08,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1379.07,1620.65,1499.86,6858.8
2021-06-08,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1107.64,1572.24,1339.94,6121.5
2021-06-08,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1297.55,1694.76,1496.16,4684.3
2021-06-08,Maharashtra,Pune,Pune APMC,Onion,Red,1406.37,1988.45,1697.41,4926.1
2021-06-08,Maharashtra,Pune,Pune APMC,Onion,Local,1230.44,1652.94,1441.69,4460.7
2021-06-08,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1386.55,1889.78,1638.17,5257.7
2021-06-08,Maharashtra,Solapur,Solapur APMC,Onion,Red,1285.82,1657.71,1471.76,6325.8
2021-06-08,Maharashtra,Solapur,Solapur APMC,Onion,Local,1191.3,1486.57,1338.93,6551.3
2021-06-08,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1308.86,1586.3,1447.58,6643.5
2021-06-08,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1301.93,1606.5,1454.21,6859.3
2021-06-08,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1111.23,1375.31,1243.27,7336.9
2021-06-08,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1318.41,1752.6,1535.51,4493.0
2021-06-09,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1377.42,1750.07,1563.74,6733.8
2021-06-09,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1331.45,1654.71,1493.08,5532.8
2021-06-09,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1613.63,1933.95,1773.79,6754.2
2021-06-09,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1496.68,1847.46,1672.07,5340.9
2021-06-09,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1202.18,1509.77,1355.98,4271.0
2021-06-09,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1396.44,1967.38,1681.91,6034.9
2021-06-09,Maharashtra,Pune,Pune APMC,Onion,Red,1413.66,1819.6,1616.63,4289.2
2021-06-09,Maharashtra,Pune,Pune APMC,Onion,Local,1333.23,1676.98,1505.1,7489.2
2021-06-09,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1678.92,1980.61,1829.76,6261.3
2021-06-09,Maharashtra,Solapur,Solapur APMC,Onion,Red,1152.26,1475.14,1313.7,6515.1
2021-06-09,Maharashtra,Solapur,Solapur APMC,Onion,Local,1116.22,1518.59,1317.4,4181.3
2021-06-09,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1322.44,1564.3,1443.37,4619.5
2021-06-09,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1146.27,1644.87,1395.57,5307.8
2021-06-09,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1236.7,1529.03,1382.87,4253.7
2021-06-09,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1425.29,1750.17,1587.73,4381.2
2021-06-10,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1377.14,1693.37,1535.26,6026.8
2021-06-10,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1179.29,1457.03,1318.16,7547.6
2021-06-10,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1452.01,1831.0,1641.51,5544.0
2021-06-10,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1390.39,1773.85,1582.12,6784.8
2021-06-10,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1193.29,1697.46,1445.38,5382.1
2021-06-10,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1351.26,1776.91,1564.09,4519.3
2021-06-10,Maharashtra,Pune,Pune APMC,Onion,Red,1471.1,1800.27,1635.68,7318.5
2021-06-10,Maharashtra,Pune,Pune APMC,Onion,Local,1254.3,1520.17,1387.23,5810.9
2021-06-10,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1697.73,2153.34,1925.53,7291.7
2021-06-10,Maharashtra,Solapur,Solapur APMC,Onion,Red,1309.71,1724.95,1517.33,5753.0
2021-06-10,Maharashtra,Solapur,Solapur APMC,Onion,Local,1083.1,1502.09,1292.59,6379.9
2021-06-10,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1209.63,1681.51,1445.57,5948.2
2021-06-10,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1318.8,1817.56,1568.18,5238.1
2021-06-10,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1079.04,1400.28,1239.66,5687.1
2021-06-10,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1281.04,1545.74,1413.39,4883.3
2021-06-11,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1376.89,1634.47,1505.68,4888.4
2021-06-11,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1192.61,1504.94,1348.78,4209.1
2021-06-11,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1271.14,1769.58,1520.36,4293.4
2021-06-11,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1461.62,1958.89,1710.25,5565.1
2021-06-11,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1286.99,1722.54,1504.77,4339.1
2021-06-11,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1360.43,1784.93,1572.68,7358.8
2021-06-11,Maharashtra,Pune,Pune APMC,Onion,Red,1462.29,1753.18,1607.73,7125.3
2021-06-11,Maharashtra,Pune,Pune APMC,Onion,Local,1300.1,1626.94,1463.52,5612.1
2021-06-11,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1466.12,1774.11,1620.12,5982.5
2021-06-11,Maharashtra,Solapur,Solapur APMC,Onion,Red,1235.45,1601.61,1418.53,7218.9
2021-06-11,Maharashtra,Solapur,Solapur APMC,Onion,Local,1192.55,1615.45,1404.0,5935.5
2021-06-11,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1345.93,1775.8,1560.87,4970.9
2021-06-11,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1289.21,1597.87,1443.54,7055.5
2021-06-11,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1187.3,1509.51,1348.4,5941.8
2021-06-11,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1258.22,1766.58,1512.4,5657.7
2021-06-12,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1371.63,1610.93,1491.28,5055.6
2021-06-12,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1192.2,1606.59,1399.4,4613.1
2021-06-12,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1373.78,1838.93,1606.36,6729.3
2021-06-12,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1279.95,1557.59,1418.77,4463.8
2021-06-12,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1092.55,1515.53,1304.04,6934.1
2021-06-12,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1398.74,1852.91,1625.83,5386.6
2021-06-12,Maharashtra,Pune,Pune APMC,Onion,Red,1405.02,1828.54,1616.78,6275.1
2021-06-12,Maharashtra,Pune,Pune APMC,Onion,Local,1303.34,1645.17,1474.25,5881.4
2021-06-12,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1580.3,2228.23,1904.27,4765.9
2021-06-12,Maharashtra,Solapur,Solapur APMC,Onion,Red,1168.6,1481.71,1325.15,4683.3
2021-06-12,Maharashtra,Solapur,Solapur APMC,Onion,Local,1163.82,1651.39,1407.6,5177.6
2021-06-12,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1306.6,1860.99,1583.8,4405.4
2021-06-12,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1179.03,1659.88,1419.46,6076.5
2021-06-12,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1140.0,1532.71,1336.35,7157.3
2021-06-12,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1372.0,1653.02,1512.51,5856.7
2021-06-13,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1392.61,1845.37,1618.99,4289.7
2021-06-13,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1208.92,1733.45,1471.19,6460.6
2021-06-13,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1454.8,1764.36,1609.58,7423.4
2021-06-13,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1154.34,1634.5,1394.42,6891.9
2021-06-13,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1149.79,1565.73,1357.76,6718.9
2021-06-13,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1295.81,1748.97,1522.39,4965.8
2021-06-13,Maharashtra,Pune,Pune APMC,Onion,Red,1412.43,1811.8,1612.11,6979.8
2021-06-13,Maharashtra,Pune,Pune APMC,Onion,Local,1248.37,1721.18,1484.78,7182.6
2021-06-13,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1634.18,2190.6,1912.39,4997.0
2021-06-13,Maharashtra,Solapur,Solapur APMC,Onion,Red,1236.35,1485.93,1361.14,5157.2
2021-06-13,Maharashtra,Solapur,Solapur APMC,Onion,Local,1087.02,1331.14,1209.08,5809.7
2021-06-13,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1457.27,1744.03,1600.65,7483.3
2021-06-13,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1356.99,1787.27,1572.13,5481.6
2021-06-13,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1072.5,1449.1,1260.8,4321.0
2021-06-13,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1359.12,1892.13,1625.62,5784.0
2021-06-14,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1222.8,1646.64,1434.72,6944.8
2021-06-14,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1261.79,1629.97,1445.88,6391.4
2021-06-14,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1497.62,1944.34,1720.98,7194.0
2021-06-14,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1254.7,1733.16,1493.93,5649.1
2021-06-14,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1099.68,1526.8,1313.24,4994.1
2021-06-14,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1253.5,1636.22,1444.86,7066.1
2021-06-14,Maharashtra,Pune,Pune APMC,Onion,Red,1617.52,1995.28,1806.4,4570.2
2021-06-14,Maharashtra,Pune,Pune APMC,Onion,Local,1163.19,1604.46,1383.83,4533.3
2021-06-14,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1620.7,2040.43,1830.56,7664.0
2021-06-14,Maharashtra,Solapur,Solapur APMC,Onion,Red,1153.33,1652.73,1403.03,5139.7
2021-06-14,Maharashtra,Solapur,Solapur APMC,Onion,Local,1040.56,1409.99,1225.28,4290.4
2021-06-14,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1252.18,1754.33,1503.25,4675.4
2021-06-14,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1202.84,1716.77,1459.81,6661.6
2021-06-14,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1102.0,1522.24,1312.12,5603.0
2021-06-14,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1253.52,1621.75,1437.64,6155.3
2021-06-15,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1270.62,1695.27,1482.95,5099.7
2021-06-15,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1068.61,1373.68,1221.15,6222.8
2021-06-15,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1406.27,1802.78,1604.53,5664.7
2021-06-15,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1325.74,1843.34,1584.54,5074.1
2021-06-15,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1240.87,1648.07,1444.47,6274.8
2021-06-15,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1382.11,1728.57,1555.34,4686.8
2021-06-15,Maharashtra,Pune,Pune APMC,Onion,Red,1296.56,1589.12,1442.84,4556.7
2021-06-15,Maharashtra,Pune,Pune APMC,Onion,Local,1326.29,1889.2,1607.74,6792.3
2021-06-15,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1730.89,2053.32,1892.1,7346.0
2021-06-15,Maharashtra,Solapur,Solapur APMC,Onion,Red,1228.94,1624.37,1426.65,7674.9
2021-06-15,Maharashtra,Solapur,Solapur APMC,Onion,Local,1198.62,1567.1,1382.86,7421.5
2021-06-15,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1425.62,1975.29,1700.45,7718.5
2021-06-15,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1185.47,1505.37,1345.42,4348.6
2021-06-15,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1224.37,1496.01,1360.19,5951.2
2021-06-15,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1407.15,1920.35,1663.75,6938.2
2021-06-16,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1126.51,1612.3,1369.41,6554.8
2021-06-16,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1226.17,1563.19,1394.68,5183.3
2021-06-16,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1389.76,1688.92,1539.34,6076.5
2021-06-16,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1404.67,1748.34,1576.5,6431.4
2021-06-16,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1230.46,1529.44,1379.95,4179.6
2021-06-16,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1362.39,1640.76,1501.57,7522.8
2021-06-16,Maharashtra,Pune,Pune APMC,Onion,Red,1378.85,1895.69,1637.27,6358.6
2021-06-16,Maharashtra,Pune,Pune APMC,Onion,Local,1277.31,1827.06,1552.18,5517.0
2021-06-16,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1506.79,1916.28,1711.54,7631.0
2021-06-16,Maharashtra,Solapur,Solapur APMC,Onion,Red,1262.12,1652.36,1457.24,5209.9
2021-06-16,Maharashtra,Solapur,Solapur APMC,Onion,Local,1134.18,1517.28,1325.73,5518.2
2021-06-16,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1197.6,1706.01,1451.81,4258.3
2021-06-16,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1345.99,1685.84,1515.92,5082.3
2021-06-16,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1132.65,1481.42,1307.03,7129.5
2021-06-16,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1269.0,1721.1,1495.05,5557.6
2021-06-17,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1405.35,1789.46,1597.4,6984.4
2021-06-17,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1184.47,1500.29,1342.38,5479.7
2021-06-17,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1254.92,1488.76,1371.84,6634.2
2021-06-17,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1158.78,1605.5,1382.14,7053.4
2021-06-17,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1159.19,1501.45,1330.32,5247.8
2021-06-17,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1297.67,1597.62,1447.64,6795.3
2021-06-17,Maharashtra,Pune,Pune APMC,Onion,Red,1616.29,1912.85,1764.57,4518.2
2021-06-17,Maharashtra,Pune,Pune APMC,Onion,Local,1287.72,1586.98,1437.35,7531.8
2021-06-17,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1483.43,1934.68,1709.05,5485.5
2021-06-17,Maharashtra,Solapur,Solapur APMC,Onion,Red,1256.97,1578.83,1417.9,4921.2
2021-06-17,Maharashtra,Solapur,Solapur APMC,Onion,Local,1211.17,1534.57,1372.87,5313.1
2021-06-17,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1212.57,1599.9,1406.23,4414.8
2021-06-17,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1405.8,1715.18,1560.49,5638.0
2021-06-17,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1119.8,1503.93,1311.87,5092.5
2021-06-17,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1453.22,1750.19,1601.7,4388.4
2021-06-18,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1327.7,1614.25,1470.98,6903.7
2021-06-18,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1244.06,1465.09,1354.57,6176.7
2021-06-18,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1416.61,1863.66,1640.13,5301.2
2021-06-18,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1147.6,1429.86,1288.73,6805.7
2021-06-18,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1213.65,1453.02,1333.34,7394.5
2021-06-18,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1421.85,1791.33,1606.59,6153.5
2021-06-18,Maharashtra,Pune,Pune APMC,Onion,Red,1364.8,1805.22,1585.01,6059.7
2021-06-18,Maharashtra,Pune,Pune APMC,Onion,Local,1328.44,1624.63,1476.54,5797.3
2021-06-18,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1638.67,1961.58,1800.12,6141.7
2021-06-18,Maharashtra,Solapur,Solapur APMC,Onion,Red,1321.96,1789.54,1555.75,7018.1
2021-06-18,Maharashtra,Solapur,Solapur APMC,Onion,Local,1033.62,1401.34,1217.48,6604.9
2021-06-18,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1420.58,1675.85,1548.21,5653.6
2021-06-18,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1420.29,1741.57,1580.93,6295.2
2021-06-18,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1018.47,1439.58,1229.02,7036.4
2021-06-18,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1471.94,1817.98,1644.96,7692.6
2021-06-19,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1310.27,1741.73,1526.0,7021.1
2021-06-19,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1110.16,1475.07,1292.62,6671.8
2021-06-19,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1564.78,1968.45,1766.61,4565.5
2021-06-19,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1316.33,1716.91,1516.62,6837.2
2021-06-19,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1126.27,1465.76,1296.02,5691.9
2021-06-19,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1370.17,1721.22,1545.7,7674.7
2021-06-19,Maharashtra,Pune,Pune APMC,Onion,Red,1387.58,1945.37,1666.47,5358.5
2021-06-19,Maharashtra,Pune,Pune APMC,Onion,Local,1408.24,1807.39,1607.82,4243.1
2021-06-19,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1631.23,1943.87,1787.55,6006.9
2021-06-19,Maharashtra,Solapur,Solapur APMC,Onion,Red,1280.11,1703.03,1491.57,6487.0
2021-06-19,Maharashtra,Solapur,Solapur APMC,Onion,Local,1222.73,1443.59,1333.16,7146.4
2021-06-19,Maharashtra,Solapur,Solapur APMC,Onion,Nashik Red,1232.35,1670.26,1451.31,4948.3
2021-06-19,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Red,1415.14,1674.8,1544.97,4899.2
2021-06-19,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Local,1127.7,1440.64,1284.17,6000.3
2021-06-19,Maharashtra,Ahilyanagar,Ahilyanagar APMC,Onion,Nashik Red,1265.92,1636.48,1451.2,5148.3
2021-06-20,Maharashtra,Nashik,Lasalgaon APMC,Onion,Red,1371.41,1743.92,1557.67,5248.6
2021-06-20,Maharashtra,Nashik,Lasalgaon APMC,Onion,Local,1136.7,1591.47,1364.09,6853.5
2021-06-20,Maharashtra,Nashik,Lasalgaon APMC,Onion,Nashik Red,1474.55,1777.28,1625.92,6672.5
2021-06-20,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Red,1446.1,1769.62,1607.86,5759.2
2021-06-20,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Local,1136.75,1551.99,1344.37,6397.5
2021-06-20,Maharashtra,Nashik,Pimpalgaon APMC,Onion,Nashik Red,1414.05,1953.97,1684.01,5725.4
2021-06-20,Maharashtra,Pune,Pune APMC,Onion,Red,1366.53,1942.64,1654.58,5920.9
2021-06-20,Maharashtra,Pune,Pune APMC,Onion,Local,1432.6,1846.65,1639.63,6990.8
2021-06-20,Maharashtra,Pune,Pune APMC,Onion,Nashik Red,1606.26,1955.21,1780.73,5854.2
2021-06-20,Maharashtra,Solapur,Solapur APMC,Onion,Red,1278.4,1827.55,1552.97,6875.8
